Name,Category,Reinforcement,Damage,Damage Reduction,Aux Effects,Stat Requirements,Stat Bonuses,Critical,Weight,Stability,Durability,Sell Price,Spell Buff,Range,Buffable,Infusable
Bloodhound Fang,Reapers,Unique,100/0/0/0/0,40/25/20/20/25,0/30/0,14/19/0/12,E/A/-/-,100,7.5,20,55,300.0,0.0,0.0,No,No
Great Club,Curved Greatswords,Regular,125/0/0/0/0,50/40/35/35/40,0/36/0,18/22/0/0,D/C/-/-,100,10.5,40,85,150.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Pikes,Regular,105/0/0/0/0,45/30/25/25/30,0/0/0,18/14/0/0,D/C/-/-,100,7.5,25,80,100.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Curved Swords,Regular,103/0/0/0/0,40/30/25/25/25,36/0/0,10/13/0/0,E/C/-/-,100,2.0,25,55,100.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Hammers,Regular,108/0/0/0/0,40/25/35/30/25,0/0/0,10/0/0/0,C/-/-/-,100,2.5,30,90,50.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Halberds,Regular,119/0/0/0/0,40/25/20/20/25,0/0/0,14/12/0/0,D/D/-/-,100,6.0,20,75,300.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Normal Shields,Regular,94/0/0/0/0,100/58/52/53/57,0/0/0,17/0/0/0,D/-/-/-,100,7.0,57,70,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Greatswords,Boss,145/0/0/0/0,50/35/30/30/35,0/0/0,14/18/0/0,D/C/-/-,100,8.5,35,70,100.0,0.0,0.0,No,No
Great Club,Thrusting Swords,Boss,55/82/0/0/0,40/30/15/15/20,0/0/0,13/18/0/0,E/E/C/-,100,2.5,15,40,1000.0,0.0,0.0,No,No
Moonlight Greatsword,Katanas,Boss,101/0/0/0/41,45/25/30/15/40,0/34/0,11/40/0/0,E/B/-/-,100,8.0,30,20,1500.0,0.0,0.0,No,No
Erdtree Bow,Whips,Unique,77/0/80/0/0,30/15/20/10/15,0/0/0,9/17/12/12,-/D/C/C,100,3.0,15,50,1000.0,0.0,0.0,No,No
Uchigatana,Axes,Regular,122/0/0/0/0,45/30/25/25/30,0/0/0,20/12/0/0,D/D/-/-,100,8.5,35,80,150.0,0.0,0.0,Yes,Yes
Reduvia,Reapers,Boss,110/77/0/0/0,40/25/20/20/25,0/0/45,12/16/12/11,E/B/C/E,100,13.0,20,60,1000.0,0.0,0.0,No,No
Rivers of Blood,Curved Greatswords,Regular,125/0/0/0/0,50/40/35/35/40,0/36/0,18/22/0/0,D/C/-/-,100,10.5,40,85,150.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Greatshields,Boss,125/0/0/0/0,100/75/69/63/75,0/0/0,34/0/0/0,D/-/-/-,100,17.0,66,150,100.0,0.0,0.0,Yes,No
Black Knight Halberd,Straight Swords,Regular,110/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/0,D/D/-/-,100,3.0,30,70,100.0,0.0,0.0,Yes,Yes
Hand of Malenia,Staves,Spell Tool,60/0/0/0/0,25/25/10/10/15,0/0/0,7/0/18/0,D/-/B/-,100,2.5,10,55,200.0,208.0,0.0,No,No
Darkmoon Bow,Bows,Bow,73/0/0/0/0,-/-/-/-/-,0/0/0,12/12/0/0,D/D/-/-,100,3.5,-,65,150.0,0.0,42.0,No,No
Erdtree Bow,Reapers,Regular,97/0/0/0/0,45/30/20/20/30,0/38/0,16/18/0/0,D/C/-/-,100,9.0,25,55,30.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Axes,Regular,104/0/0/0/0,40/30/25/25/30,0/0/0,8/8/0/0,D/D/-/-,100,1.5,30,55,30.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Greatswords,Unique,80/0/0/0/115,50/35/30/30/35,0/0/0,14/12/15/15,E/E/D/D,100,9.0,35,75,500.0,0.0,0.0,No,No
Hand of Malenia,Normal Shields,Regular,88/0/0/0/0,100/44/45/33/43,0/0/0,11/0/0/0,D/-/-/-,100,5.0,45,60,170.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Crossbows,Bow,78/0/0/0/0,0/0/0/0/0,0/0/0,18/8/0/0,-/-/-/-,100,6.0,0,50,100.0,0.0,50.0,No,No
Dragonscale Blade,Katanas,Regular,122/0/0/0/0,50/30/25/25/30,0/30/0,18/18/0/0,E/C/-/-,100,6.5,35,50,300.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Straight Swords,Regular,70/77/0/0/0,40/30/25/25/30,0/0/0,8/12/0/12,D/D/C/-,100,2.0,30,65,1000.0,60.0,0.0,No,No
Dragon Slayer Spear,Small Shields,Regular,69/0/0/0/0,61/36/31/12/29,0/0/0,8/11/0/0,E/-/-/-,100,2.0,36,40,150.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Thrusting Swords,Regular,95/0/0/0/0,35/20/15/15/20,0/0/0,7/12/0/0,E/C/-/-,130,2.0,15,60,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Straight Swords,Regular,110/0/0/0/0,55/35/30/30/35,0/0/0,16/15/0/0,C/D/-/-,100,4.5,35,80,500.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Talismans,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/10,E/-/-/B,100,0.5,10,50,100.0,226.0,0.0,No,No
Dragon Slayer Spear,Normal Shields,Unique,92/0/0/0/0,89/43/38/33/36,0/0/0,10/0/0/0,D/-/-/-,100,4.5,50,75,500.0,0.0,0.0,Yes,No
Hand of Malenia,Great Hammers,Regular,140/0/0/0/0,50/35/30/30/35,0/0/0,18/9/0/0,C/-/-/-,100,8.0,40,105,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Curved Swords,Regular,105/0/0/0/0,55/35/30/30/35,0/30/0,15/18/0/0,D/D/-/-,100,5.5,35,45,150.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Pikes,Regular,112/0/0/0/0,45/30/25/25/30,0/0/0,14/20/0/0,D/D/-/-,100,8.0,25,80,300.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Axes,Regular,104/0/0/0/0,40/30/25/25/30,0/0/0,8/8/0/0,D/D/-/-,100,1.5,30,55,30.0,0.0,0.0,Yes,Yes
Hand of Malenia,Halberds,Unique,124/0/0/0/74,45/30/25/25/30,0/0/0,19/0/10/14,D/-/E/D,100,12.0,25,80,800.0,0.0,0.0,Yes,No
Moonlight Greatsword,Pikes,Unique,126/0/12/0/0,45/30/20/20/30,0/0/0,15/17/0/0,D/D/E/E,100,9.0,25,90,800.0,0.0,0.0,No,No
Darkmoon Bow,Reapers,Boss,110/77/0/0/0,40/25/20/20/25,0/0/45,12/16/12/11,E/B/C/E,100,13.0,20,60,1000.0,0.0,0.0,No,No
Godfrey's Axe,Normal Shields,Regular,83/0/0/0/0,100/59/53/87/51,0/0/0,18/0/0/0,D/-/-/-,100,6.0,54,75,350.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Bows,Bow,77/0/0/0/0,-/-/-/-/-,0/0/0,7/12/0/0,E/D/-/-,100,2.0,-,40,100.0,0.0,42.0,No,No
Darkmoon Bow,Normal Shields,Regular,79/0/0/0/0,86/68/50/45/41,0/0/0,8/0/0/0,D/-/-/-,100,3.5,51,80,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Talismans,Unique,73/0/79/0/0,25/15/15/15/15,0/0/0,4/0/16/20,E/-/D/D,100,0.5,10,45,500.0,200.0,0.0,No,No
Gravelord Sword,Spears,Boss,118/0/0/0/0,40/25/20/20/25,0/0/0,13/15/0/0,E/D/-/-,100,4.5,20,60,70.0,0.0,0.0,No,No
Dragonscale Blade,Greatbows,Unique,111/0/0/0/0,0/0/0/0/0,0/0/0,18/24/0/0,E/C/-/-,100,7.5,0,65,300.0,0.0,63.0,No,No
Reduvia,Thrusting Swords,Unique,116/0/0/0/0,40/25/20/20/25,0/0/55,10/16/0/0,D/D/-/-,110,3.0,20,70,1000.0,0.0,0.0,No,No
Dragon Slayer Spear,Small Shields,Regular,69/0/0/0/0,52/38/40/42/32,0/0/0,7/0/0/0,E/-/-/-,100,1.5,36,55,80.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Normal Shields,Unique,63/0/0/0/0,73/79/69/69/72,0/0/0,8/12/0/0,D/-/-/-,100,3.5,42,65,300.0,0.0,0.0,Yes,No
Gravelord Sword,Normal Shields,Regular,84/0/0/0/0,80/50/35/50/65,0/0/0,9/0/0/0,D/-/-/-,100,3.5,55,55,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Whips,Boss,79/0/0/0/0,25/15/10/10/15,0/34/0,10/12/0/17,C/E/-/B,100,3.5,10,50,1000.0,201.0,0.0,No,No
Dragonscale Blade,Daggers,Boss,106/0/0/0/0,35/20/15/15/20,0/0/0,8/14/0/0,E/E/-/-,110,2.0,20,50,50.0,0.0,0.0,No,No
Hand of Malenia,Crossbows,Boss,77/0/0/0/0,0/0/0/0/0,0/0/0,16/20/0/0,-/-/-/-,100,7.5,-,20,1000.0,0.0,49.0,No,No
Blasphemous Blade,Greatswords,Boss,154/0/0/0/0,50/35/30/30/35,0/0/0,0/0/0/0,D/D/-/-,100,8.0,35,10,0.0,0.0,0.0,No,No
Great Club,Halberds,Unique,118/0/75/0/0,40/25/20/20/25,0/0/0,18/18/12/12,D/D/B/-,100,10.0,25,85,200.0,220.0,0.0,No,No
Reduvia,Greatswords,Regular,158/0/0/0/0,50/35/30/30/35,0/36/0,15/14/0/0,D/D/-/-,100,8.5,35,70,300.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Straight Swords,Regular,110/0/0/0/0,55/35/30/30/35,0/0/0,16/15/0/0,C/D/-/-,100,4.5,35,80,500.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Small Shields,Regular,69/0/0/0/0,52/63/40/36/39,0/0/0,7/0/0/0,E/-/-/-,100,1.5,39,55,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Bows,Unique,82/0/0/0/0,-/-/-/-/-,0/0/0,8/20/0/0,E/D/-/-,100,2.5,-,50,300.0,0.0,49.0,No,No
Old King's Great Hammer,Small Shields,Regular,69/0/0/0/0,52/38/40/42/32,0/0/0,7/0/0/0,E/-/-/-,100,1.5,36,55,80.0,0.0,0.0,Yes,Yes
Hand of Malenia,Greatshields,Unique,124/0/0/0/0,100/68/65/52/68,0/0/0,30/0/0/0,D/-/-/-,100,11.0,67,140,1000.0,0.0,0.0,Yes,No
Gravelord Sword,Katanas,Unique,103/0/0/0/0,45/25/20/20/25,0/34/0,16/14/0/0,E/A/-/-,100,6.0,30,35,500.0,0.0,0.0,No,No
Ringed Knight Paired Greatswords,Small Shields,Regular,81/0/0/0/0,85/40/41/22/39,0/0/0,8/0/0/0,D/-/-/-,100,3.0,48,100,300.0,0.0,0.0,Yes,Yes
Noble's Estoc,Greatshields,Boss,125/0/0/0/0,100/75/69/63/75,0/0/0,34/0/0/0,D/-/-/-,100,17.0,66,150,100.0,0.0,0.0,Yes,No
Rivers of Blood,Spears,Unique,97/0/0/70/0,50/30/25/25/30,0/0/0,20/20/0/0,D/C/-/D,100,9.5,25,80,1000.0,0.0,0.0,No,No
Godfrey's Axe,Normal Shields,Regular,88/0/0/0/0,100/44/45/33/43,0/0/0,11/0/0/0,D/-/-/-,100,5.0,45,60,170.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Bows,Bow,67/0/0/0/0,-/-/-/-/-,0/0/0,9/18/0/0,E/C/-/-,100,3.0,-,65,150.0,0.0,63.0,No,No
Dragonscale Blade,Bows,Boss,36/44/0/0/0,-/-/-/-/-,0/0/0,7/16/10/0,-/E/C/-,100,4.5,-,50,1000.0,0.0,50.0,No,No
Dragonscale Blade,Staves,Spell Tool,57/0/0/0/0,25/20/10/10/15,0/0/0,7/0/18/0,E/-/C/-,100,2.0,10,40,100.0,184.0,0.0,No,No
Bloodhound Fang,Daggers,Regular,79/0/0/0/0,35/20/15/15/20,0/30/0,6/12/0/0,D/D/-/-,110,1.5,15,50,100.0,0.0,0.0,Yes,Yes
Noble's Estoc,Crossbows,Bow,64/0/0/0/0,0/0/0/0/0,0/0/0,10/8/0/0,-/-/-/-,100,3.0,0,45,100.0,0.0,42.0,No,No
Bloodhound Fang,Straight Swords,Regular,129/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/12,D/E/-/-,100,3.0,30,80,100.0,0.0,0.0,Yes,Yes
Reduvia,Thrusting Swords,Regular,98/0/0/0/0,35/20/15/15/20,0/0/0,9/16/0/0,E/C/-/-,120,4.0,15,60,100.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Greatshields,Regular,106/0/0/0/0,84/59/63/66/59,0/0/0,16/0/0/0,D/-/-/-,100,7.0,63,105,350.0,0.0,0.0,Yes,Yes
Rivers of Blood,Axes,Boss,156/0/0/0/0,55/40/30/30/40,0/0/0,20/8/0/0,D/E/-/-,100,6.5,35,90,500.0,0.0,0.0,No,No
Gravelord Sword,Great Hammers,Boss,188/0/0/0/0,60/45/40/40/45,0/0/0,40/0/0/0,C/-/-/-,100,21.0,45,340,500.0,0.0,0.0,Yes,No
Blasphemous Blade,Normal Shields,Regular,79/0/0/0/0,100/51/46/34/44,0/0/0,13/0/0/0,D/-/-/-,100,4.5,48,65,120.0,0.0,0.0,Yes,Yes
Great Club,Pikes,Regular,100/0/0/0/0,40/25/20/20/25,0/0/0,14/14/0/0,D/D/-/-,100,5.0,20,70,500.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Normal Shields,Unique,102/0/0/0/0,100/75/50/57/47,0/0/0,14/0/0/0,D/-/-/-,100,5.5,50,100,250.0,0.0,0.0,Yes,No
Moonlight Greatsword,Normal Shields,Regular,87/0/0/0/0,93/62/50/31/48,0/0/0,10/0/0/0,D/-/-/-,100,3.5,53,90,10.0,0.0,0.0,Yes,Yes
Reduvia,Small Shields,Regular,67/0/0/0/0,49/35/30/11/28,0/0/0,7/13/0/0,E/-/-/-,100,1.5,33,30,300.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Normal Shields,Regular,56/0/0/0/0,65/45/21/56/52,0/0/0,8/0/0/0,D/-/-/-,100,2.5,45,80,130.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Straight Swords,Regular,70/0/0/0/0,40/25/20/20/25,0/0/0,8/8/0/0,D/D/-/-,100,1.0,30,30,3.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Normal Shields,Regular,88/0/0/0/0,84/47/69/64/67,0/0/0,12/0/0/0,D/-/-/-,100,4.0,57,70,200.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Pyromancy Flames,Spell Tool,0/0/110/0/0,-/-/-/-/-,0/0/0,15/0/13/13,-/-/D/D,100,0.0,-,65,300.0,207.0,0.0,No,No
Great Club,Spears,Unique,73/77/0/0/0,40/30/20/20/25,0/0/0,10/10/18/14,E/D/-/B,100,3.0,20,50,1000.0,220.0,0.0,No,No
Dragon Slayer Spear,Normal Shields,Regular,79/0/0/0/0,86/68/50/45/41,0/0/0,8/0/0/0,D/-/-/-,100,3.5,51,80,100.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Chimes,Unique,73/0/0/0/0,25/20/10/15/15,0/0/0,3/0/18/18,E/-/D/D,100,0.5,10,40,500.0,227.0,0.0,No,No
Rivers of Blood,Spears,Boss,128/0/0/34/0,55/35/30/30/35,0/0/0,16/22/0/18,D/D/-/D,100,14.5,25,100,1000.0,0.0,0.0,No,No
Black Knight Halberd,Talismans,Spell Tool,53/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/14,D/-/-/B,100,0.5,10,65,100.0,203.0,0.0,No,No
Reduvia,Hammers,Unique,93/70/0/0/0,50/30/25/25/30,0/0/0,12/10/19/0,D/E/B/-,100,4.5,35,70,1500.0,208.0,0.0,No,No
Great Club,Axes,Regular,105/0/0/105/0,45/30/25/25/30,0/0/0,18/14/0/0,D/E/-/-,100,4.0,30,70,100.0,0.0,0.0,Yes,Yes
Great Club,Talismans,Spell Tool,53/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/14,D/-/-/B,100,0.5,10,65,100.0,203.0,0.0,No,No
Black Knight Halberd,Great Hammers,Regular,140/0/0/0/0,50/35/30/30/35,0/0/0,18/9/0/0,C/-/-/-,100,8.0,40,105,100.0,0.0,0.0,Yes,Yes
Uchigatana,Hammers,Regular,113/0/0/0/0,45/30/25/25/30,0/0/0,12/10/0/0,C/E/-/-,100,4.5,30,70,100.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Great Hammers,Regular,152/0/0/0/0,55/40/45/40/40,0/0/0,28/0/0/0,C/-/-/-,100,12.0,40,280,75.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Pikes,Unique,126/0/12/0/0,45/30/20/20/30,0/0/0,15/17/0/0,D/D/E/E,100,9.0,25,90,800.0,0.0,0.0,No,No
Gravelord Sword,Chimes,Unique,74/0/0/0/0,25/15/10/15/20,0/0/0,3/0/12/12,E/-/C/B,100,0.5,10,45,500.0,312.0,0.0,No,No
Noble's Estoc,Spears,Regular,39/0/96/0/0,40/25/20/20/25,0/0/0,10/12/0/0,D/D/-/-,100,5.0,20,25,100.0,0.0,0.0,No,No
Bloodhound Fang,Staves,Spell Tool,60/0/0/0/0,25/25/10/10/15,0/0/0,6/0/12/0,E/-/B/-,100,2.5,10,45,50.0,218.0,0.0,No,No
Erdtree Bow,Bows,Unique,82/0/0/0/0,-/-/-/-/-,0/0/0,8/20/0/0,E/D/-/-,100,2.5,-,50,300.0,0.0,49.0,No,No
Great Club,Crossbows,Bow,78/0/0/0/0,0/0/0/0/0,0/0/0,18/8/0/0,-/-/-/-,100,6.0,0,50,100.0,0.0,50.0,No,No
Dragonscale Blade,Talismans,Spell Tool,53/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/14,D/-/-/B,100,0.5,10,65,100.0,203.0,0.0,No,No
Dragon Slayer Spear,Katanas,Boss,101/0/0/0/41,45/25/30/15/40,0/34/0,11/40/0/0,E/B/-/-,100,8.0,30,20,1500.0,0.0,0.0,No,No
Ringed Knight Paired Greatswords,Straight Swords,Regular,100/0/0/0/0,50/30/25/25/30,0/0/0,12/18/0/0,D/D/-/-,100,6.5,30,70,500.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Curved Swords,Boss,0/0/99/0/0,25/35/65/30/35,0/0/0,0/16/17/17,-/E/D/D,110,0.5,30,70,150.0,202.0,0.0,No,No
Old King's Great Hammer,Greatswords,Regular,89/71/0/71/0,50/35/30/30/35,0/0/0,18/16/0/0,D/D/-/-,100,6.5,35,75,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Katanas,Boss,101/0/0/0/41,45/25/30/15/40,0/34/0,11/40/0/0,E/B/-/-,100,8.0,30,20,1500.0,0.0,0.0,No,No
Ringed Knight Paired Greatswords,Small Shields,Regular,76/0/0/0/0,68/69/63/44/61,0/0/0,12/0/0/0,D/-/-/-,100,3.0,45,70,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Spears,Regular,95/0/0/0/0,40/25/20/20/25,0/0/0,12/15/0/0,D/C/-/-,100,6.0,20,70,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Spears,Boss,128/0/0/34/0,55/35/30/30/35,0/0/0,16/22/0/18,D/D/-/D,100,14.5,25,100,1000.0,0.0,0.0,No,No
Dragon Slayer Spear,Axes,Regular,124/0/0/0/0,45/30/25/25/30,0/0/0,14/8/0/0,D/D/-/-,100,3.0,30,75,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Halberds,Boss,145/0/0/0/0,45/30/25/25/30,0/0/0,30/15/0/0,C/E/-/-,100,13.0,25,500,1000.0,0.0,0.0,No,No
Black Knight Halberd,Axes,Boss,156/0/0/0/0,55/40/30/30/40,0/0/0,20/8/0/0,D/E/-/-,100,6.5,35,90,500.0,0.0,0.0,No,No
Rivers of Blood,Daggers,Regular,70/0/0/0/0,35/20/15/15/20,0/0/0,10/18/0/0,D/D/-/-,125,2.5,15,50,100.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Curved Swords,Boss,78/78/0/0/0,40/30/25/25/30,0/0/0,10/16/0/0,-/C/D/-,100,2.5,25,70,1000.0,0.0,0.0,No,No
Malenia's Winged Blade,Crossbows,Bow,64/0/0/0/0,0/0/0/0/0,0/0/0,16/14/0/0,-/-/-/-,100,7.5,0,35,1000.0,0.0,35.0,No,No
Darkmoon Bow,Chimes,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,3/0/0/10,E/-/-/B,100,0.5,10,45,300.0,224.0,0.0,No,No
Moonlight Greatsword,Thrusting Swords,Regular,97/0/0/0/0,35/20/15/15/20,0/0/0,8/20/0/0,D/C/-/-,100,2.5,15,70,500.0,0.0,0.0,Yes,Yes
Hand of Malenia,Whips,Regular,95/0/0/0/0,25/15/10/10/15,0/34/0,6/19/0/0,-/D/-/-,100,2.0,10,50,150.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Talismans,Unique,73/0/79/0/0,25/15/15/15/15,0/0/0,4/0/16/20,E/-/D/D,100,0.5,10,45,500.0,200.0,0.0,No,No
Reduvia,Greatshields,Unique,143/0/0/0/0,100/83/83/82/83,0/0/0,40/0/0/0,D/-/-/-,100,28.0,75,270,500.0,0.0,0.0,Yes,No
Godfrey's Axe,Daggers,Regular,93/0/0/0/0,40/25/20/20/25,0/0/0,12/16/0/0,E/E/-/-,110,2.5,20,55,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Hammers,Unique,93/70/0/0/0,50/30/25/25/30,0/0/0,12/10/19/0,D/E/B/-,100,4.5,35,70,1500.0,208.0,0.0,No,No
Darkmoon Bow,Straight Swords,Regular,111/0/0/0/0,45/30/25/25/30,0/30/0,11/11/0/0,D/D/-/-,100,3.0,35,65,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Daggers,Regular,60/0/0/0/0,30/20/15/15/20,0/0/0,5/14/0/0,E/C/-/-,110,1.0,15,40,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Greataxes,Boss,157/0/88/0/0,50/40/35/35/40,0/0/0,28/0/12/12,C/E/D/D,100,14.5,40,60,1000.0,0.0,0.0,No,No
Noble's Estoc,Curved Swords,Regular,108/0/0/0/0,45/30/25/25/30,0/0/0,9/14/0/0,D/D/-/-,100,4.0,30,70,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Normal Shields,Regular,82/0/0/0/0,100/54/49/44/47,0/0/0,12/0/0/0,D/-/-/-,100,5.5,49,80,500.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Hammers,Regular,108/0/0/0/0,40/25/35/30/25,0/0/0,10/0/0/0,C/-/-/-,100,2.5,30,90,50.0,0.0,0.0,Yes,Yes
Reduvia,Ultra Greatswords,Regular,149/0/0/0/0,60/50/40/40/50,0/0/0,26/10/0/0,C/E/-/-,100,15.0,45,120,200.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Claws,Regular,86/0/0/0/0,-/-/-/-/-,0/30/0,6/14/0/0,E/C/-/-,110,1.5,-,55,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Ultra Greatswords,Regular,145/0/0/0/0,50/40/35/35/40,0/0/0,19/11/0/0,D/D/-/-,100,10.0,40,80,0.0,0.0,0.0,Yes,Yes
Great Club,Claws,Regular,86/0/0/0/0,-/-/-/-/-,0/30/0,6/14/0/0,E/C/-/-,110,1.5,-,55,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Great Hammers,Boss,180/0/69/0/0,60/45/40/40/45,0/0/0,30/0/10/10,D/-/D/D,100,18.5,45,185,1000.0,0.0,0.0,No,No
Blasphemous Blade,Straight Swords,Regular,110/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/0,D/D/-/-,100,3.0,30,70,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Crossbows,Bow,72/0/0/0/0,0/0/0/0/0,0/0/0,14/8/0/0,-/-/-/-,100,4.5,0,55,100.0,0.0,50.0,No,No
Ringed Knight Paired Greatswords,Curved Swords,Regular,90/0/0/0/0,40/30/25/25/30,0/0/0,7/13/0/0,E/B/-/-,100,2.5,25,60,100.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Curved Greatswords,Regular,140/0/0/0/0,60/50/40/40/50,0/0/0,22/18/0/0,D/D/-/-,100,14.0,45,120,500.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Great Hammers,Regular,122/0/100/0/0,55/40/35/35/40,0/0/0,22/0/9/9,D/-/E/E,100,11.0,45,150,800.0,0.0,0.0,No,No
Hand of Malenia,Greatshields,Regular,115/0/0/0/0,100/75/71/71/75,0/0/0,38/0/0/0,D/-/-/-,100,18.0,67,170,300.0,0.0,0.0,Yes,Yes
Gravelord Sword,Curved Swords,Regular,108/0/0/0/0,45/30/25/25/30,0/0/0,9/14/0/0,D/D/-/-,100,4.0,30,70,100.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Halberds,Regular,132/0/0/0/0,40/25/20/20/25,0/0/0,26/16/0/0,C/E/-/-,100,13.5,20,90,500.0,0.0,0.0,Yes,Yes
Gravelord Sword,Small Shields,Boss,116/0/12/0/0,70/65/90/35/55,0/0/0,12/0/11/12,D/-/E/E,100,4.5,40,85,500.0,0.0,0.0,Yes,No
Darkmoon Bow,Straight Swords,Regular,110/0/0/0/0,55/35/30/30/35,0/0/0,16/15/0/0,C/D/-/-,100,4.5,35,80,500.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Greatshields,Unique,134/0/0/0/0,100/70/65/52/63,0/0/0,40/0/0/0,D/-/-/-,100,18.5,80,190,100.0,0.0,0.0,Yes,No
Ringed Knight Paired Greatswords,Halberds,Regular,125/0/0/0/0,40/25/20/20/25,0/0/0,16/12/0/0,D/D/-/-,100,8.0,20,75,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Whips,Regular,90/0/0/0/0,25/15/10/10/15,0/0/0,6/14/0/0,-/C/-/-,100,2.0,10,50,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Great Hammers,Regular,122/0/100/0/0,55/40/35/35/40,0/0/0,22/0/9/9,D/-/E/E,100,11.0,45,150,800.0,0.0,0.0,No,No
Old King's Great Hammer,Halberds,Boss,145/0/0/0/0,45/30/25/25/30,0/0/0,30/15/0/0,C/E/-/-,100,13.0,25,500,1000.0,0.0,0.0,No,No
Dragon Slayer Spear,Ultra Greatswords,Regular,159/0/0/0/0,65/50/45/45/50,0/0/0,28/10/0/0,D/D/-/-,100,20.0,45,100,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Staves,Spell Tool,60/0/0/0/0,25/25/10/10/15,0/0/0,6/0/12/0,E/-/B/-,100,2.5,10,45,50.0,218.0,0.0,No,No
Blasphemous Blade,Reapers,Regular,105/0/0/0/0,40/25/20/20/25,0/30/0,14/14/0/0,E/C/-/-,100,7.0,20,60,100.0,0.0,0.0,Yes,Yes
Noble's Estoc,Normal Shields,Regular,77/0/0/0/0,56/70/54/56/39,0/0/0,8/0/0/0,D/-/-/-,100,2.5,50,65,75.0,0.0,0.0,Yes,Yes
Uchigatana,Small Shields,Regular,69/0/0/0/0,59/63/33/36/25,0/0/0,8/0/0/0,E/-/-/-,100,1.5,39,55,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Katanas,Regular,104/0/0/0/0,45/25/20/20/25,0/30/0,13/25/0/0,D/C/-/-,100,8.5,30,35,300.0,0.0,0.0,Yes,Yes
